Entity,Code,Year,Population density,country,latitude,longitude,name
Turkey,TUR,2010,95.1046,TR,38.963745,35.243322,Turkey
Turkey,TUR,2011,96.37599,TR,38.963745,35.243322,Turkey
Turkey,TUR,2012,97.809906,TR,38.963745,35.243322,Turkey
Turkey,TUR,2013,99.497314,TR,38.963745,35.243322,Turkey
Turkey,TUR,2014,101.49301,TR,38.963745,35.243322,Turkey
Turkey,TUR,2015,103.48632,TR,38.963745,35.243322,Turkey
Turkey,TUR,2016,105.270584,TR,38.963745,35.243322,Turkey
Turkey,TUR,2017,106.661415,TR,38.963745,35.243322,Turkey
Turkey,TUR,2018,107.59625,TR,38.963745,35.243322,Turkey
Turkey,TUR,2019,108.4699,TR,38.963745,35.243322,Turkey
Turkey,TUR,2020,109.31933,TR,38.963745,35.243322,Turkey
Turkey,TUR,2021,110.15086,TR,38.963745,35.243322,Turkey
Turkey,TUR,2022,110.88607,TR,38.963745,35.243322,Turkey
Turkey,TUR,2023,111.50318,TR,38.963745,35.243322,Turkey
Ukraine,UKR,2003,82.1637,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2004,81.57052,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2005,80.96758,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2006,80.41518,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2007,79.9328,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2008,79.5011,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2009,79.15755,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2010,78.8454,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2011,78.557365,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2012,78.36767,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2013,78.19659,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2014,77.92211,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2015,77.63647,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2016,77.3793,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2017,77.07501,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2018,76.712036,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2019,76.30497,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2020,75.78471,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2021,75.131905,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2022,68.52217,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2023,63.418427,UA,48.379433,31.16558,Ukraine
United Kingdom,GBR,2003,246.55809,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2004,247.98848,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2005,249.59178,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2006,251.32765,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2007,253.21655,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2008,255.20668,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2009,257.27847,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2010,259.4141,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2011,261.58954,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2012,263.74872,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2013,265.78885,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2014,267.73654,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2015,269.60016,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2016,271.38098,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2017,273.07407,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2018,274.59595,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2019,276.02472,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2020,277.18542,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2021,278.10126,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2022,279.04327,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2023,279.9851,GB,55.378051,-3.435973,United Kingdom
